Timing samples: mode=median repeats=5 warmup_rounds=5 shuffle_seed=6221073 metric=kernel_ms
CPU reference implemented: yes
GPU kernel implemented: yes

group     name                    kernel        rows    cols    elements      block_x grid_x  cpu     gpu     total_ms    kernel_ms   
scale     narrow_1024x128         shared        1024    128     131072        64      8       SKIP    SKIP    0.101       0.101       
scale     narrow_1024x128         shared        1024    128     131072        64      16      SKIP    SKIP    0.053       0.053       
scale     narrow_1024x128         shared        1024    128     131072        64      32      SKIP    SKIP    0.030       0.030       
scale     narrow_1024x128         shared        1024    128     131072        64      64      SKIP    SKIP    0.020       0.020       
scale     narrow_1024x128         shared        1024    128     131072        64      128     SKIP    SKIP    0.013       0.013       
scale     narrow_1024x128         shared        1024    128     131072        128     8       SKIP    SKIP    0.090       0.090       
scale     narrow_1024x128         shared        1024    128     131072        128     16      SKIP    SKIP    0.047       0.047       
scale     narrow_1024x128         shared        1024    128     131072        128     32      SKIP    SKIP    0.028       0.028       
scale     narrow_1024x128         shared        1024    128     131072        128     64      SKIP    SKIP    0.020       0.020       
scale     narrow_1024x128         shared        1024    128     131072        128     128     SKIP    SKIP    0.014       0.014       
scale     narrow_1024x128         shared        1024    128     131072        256     8       SKIP    SKIP    0.105       0.105       
scale     narrow_1024x128         shared        1024    128     131072        256     16      SKIP    SKIP    0.055       0.055       
scale     narrow_1024x128         shared        1024    128     131072        256     32      SKIP    SKIP    0.034       0.034       
scale     narrow_1024x128         shared        1024    128     131072        256     64      SKIP    SKIP    0.025       0.025       
scale     narrow_1024x128         shared        1024    128     131072        256     128     SKIP    SKIP    0.023       0.023       
scale     narrow_1024x128         shared        1024    128     131072        512     8       SKIP    SKIP    0.137       0.137       
scale     narrow_1024x128         shared        1024    128     131072        512     16      SKIP    SKIP    0.072       0.072       
scale     narrow_1024x128         shared        1024    128     131072        512     32      SKIP    SKIP    0.051       0.051       
scale     narrow_1024x128         shared        1024    128     131072        512     64      SKIP    SKIP    0.047       0.047       
scale     narrow_1024x128         shared        1024    128     131072        512     128     SKIP    SKIP    0.039       0.039       
scale     narrow_1024x128         shared_float4 1024    128     131072        64      8       SKIP    SKIP    0.090       0.090       
scale     narrow_1024x128         shared_float4 1024    128     131072        64      16      SKIP    SKIP    0.048       0.048       
scale     narrow_1024x128         shared_float4 1024    128     131072        64      32      SKIP    SKIP    0.026       0.026       
scale     narrow_1024x128         shared_float4 1024    128     131072        64      64      SKIP    SKIP    0.017       0.017       
scale     narrow_1024x128         shared_float4 1024    128     131072        64      128     SKIP    SKIP    0.021       0.021       
scale     narrow_1024x128         shared_float4 1024    128     131072        128     8       SKIP    SKIP    0.100       0.100       
scale     narrow_1024x128         shared_float4 1024    128     131072        128     16      SKIP    SKIP    0.052       0.052       
scale     narrow_1024x128         shared_float4 1024    128     131072        128     32      SKIP    SKIP    0.031       0.031       
scale     narrow_1024x128         shared_float4 1024    128     131072        128     64      SKIP    SKIP    0.019       0.019       
scale     narrow_1024x128         shared_float4 1024    128     131072        128     128     SKIP    SKIP    0.031       0.031       
scale     narrow_1024x128         shared_float4 1024    128     131072        256     8       SKIP    SKIP    0.116       0.116       
scale     narrow_1024x128         shared_float4 1024    128     131072        256     16      SKIP    SKIP    0.060       0.060       
scale     narrow_1024x128         shared_float4 1024    128     131072        256     32      SKIP    SKIP    0.038       0.038       
scale     narrow_1024x128         shared_float4 1024    128     131072        256     64      SKIP    SKIP    0.026       0.026       
scale     narrow_1024x128         shared_float4 1024    128     131072        256     128     SKIP    SKIP    0.024       0.024       
scale     narrow_1024x128         shared_float4 1024    128     131072        512     8       SKIP    SKIP    0.151       0.151       
scale     narrow_1024x128         shared_float4 1024    128     131072        512     16      SKIP    SKIP    0.078       0.078       
scale     narrow_1024x128         shared_float4 1024    128     131072        512     32      SKIP    SKIP    0.054       0.054       
scale     narrow_1024x128         shared_float4 1024    128     131072        512     64      SKIP    SKIP    0.050       0.050       
scale     narrow_1024x128         shared_float4 1024    128     131072        512     128     SKIP    SKIP    0.042       0.042       
scale     narrow_1024x128         warp          1024    128     131072        64      8       SKIP    SKIP    0.053       0.053       
scale     narrow_1024x128         warp          1024    128     131072        64      16      SKIP    SKIP    0.029       0.029       
scale     narrow_1024x128         warp          1024    128     131072        64      32      SKIP    SKIP    0.019       0.019       
scale     narrow_1024x128         warp          1024    128     131072        64      64      SKIP    SKIP    0.013       0.013       
scale     narrow_1024x128         warp          1024    128     131072        64      128     SKIP    SKIP    0.019       0.019       
scale     narrow_1024x128         warp          1024    128     131072        128     8       SKIP    SKIP    0.030       0.030       
scale     narrow_1024x128         warp          1024    128     131072        128     16      SKIP    SKIP    0.019       0.019       
scale     narrow_1024x128         warp          1024    128     131072        128     32      SKIP    SKIP    0.013       0.013       
scale     narrow_1024x128         warp          1024    128     131072        128     64      SKIP    SKIP    0.021       0.021       
scale     narrow_1024x128         warp          1024    128     131072        128     128     SKIP    SKIP    0.008       0.008       
scale     narrow_1024x128         warp          1024    128     131072        256     8       SKIP    SKIP    0.020       0.020       
scale     narrow_1024x128         warp          1024    128     131072        256     16      SKIP    SKIP    0.012       0.012       
scale     narrow_1024x128         warp          1024    128     131072        256     32      SKIP    SKIP    0.009       0.009       
scale     narrow_1024x128         warp          1024    128     131072        256     64      SKIP    SKIP    0.017       0.017       
scale     narrow_1024x128         warp          1024    128     131072        256     128     SKIP    SKIP    0.011       0.011       
scale     narrow_1024x128         warp          1024    128     131072        512     8       SKIP    SKIP    0.021       0.021       
scale     narrow_1024x128         warp          1024    128     131072        512     16      SKIP    SKIP    0.020       0.020       
scale     narrow_1024x128         warp          1024    128     131072        512     32      SKIP    SKIP    0.008       0.008       
scale     narrow_1024x128         warp          1024    128     131072        512     64      SKIP    SKIP    0.020       0.020       
scale     narrow_1024x128         warp          1024    128     131072        512     128     SKIP    SKIP    0.009       0.009       
scale     narrow_1024x128         warp_float4   1024    128     131072        64      8       SKIP    SKIP    0.040       0.040       
scale     narrow_1024x128         warp_float4   1024    128     131072        64      16      SKIP    SKIP    0.022       0.022       
scale     narrow_1024x128         warp_float4   1024    128     131072        64      32      SKIP    SKIP    0.014       0.014       
scale     narrow_1024x128         warp_float4   1024    128     131072        64      64      SKIP    SKIP    0.019       0.019       
scale     narrow_1024x128         warp_float4   1024    128     131072        64      128     SKIP    SKIP    0.009       0.009       
scale     narrow_1024x128         warp_float4   1024    128     131072        128     8       SKIP    SKIP    0.023       0.023       
scale     narrow_1024x128         warp_float4   1024    128     131072        128     16      SKIP    SKIP    0.015       0.015       
scale     narrow_1024x128         warp_float4   1024    128     131072        128     32      SKIP    SKIP    0.011       0.011       
scale     narrow_1024x128         warp_float4   1024    128     131072        128     64      SKIP    SKIP    0.010       0.010       
scale     narrow_1024x128         warp_float4   1024    128     131072        128     128     SKIP    SKIP    0.019       0.019       
scale     narrow_1024x128         warp_float4   1024    128     131072        256     8       SKIP    SKIP    0.043       0.043       
scale     narrow_1024x128         warp_float4   1024    128     131072        256     16      SKIP    SKIP    0.010       0.010       
scale     narrow_1024x128         warp_float4   1024    128     131072        256     32      SKIP    SKIP    0.011       0.011       
scale     narrow_1024x128         warp_float4   1024    128     131072        256     64      SKIP    SKIP    0.021       0.021       
scale     narrow_1024x128         warp_float4   1024    128     131072        256     128     SKIP    SKIP    0.008       0.008       
scale     narrow_1024x128         warp_float4   1024    128     131072        512     8       SKIP    SKIP    0.011       0.011       
scale     narrow_1024x128         warp_float4   1024    128     131072        512     16      SKIP    SKIP    0.019       0.019       
scale     narrow_1024x128         warp_float4   1024    128     131072        512     32      SKIP    SKIP    0.009       0.009       
scale     narrow_1024x128         warp_float4   1024    128     131072        512     64      SKIP    SKIP    0.019       0.019       
scale     narrow_1024x128         warp_float4   1024    128     131072        512     128     SKIP    SKIP    0.008       0.008       

Scaling summary (median kernel_ms, lower is better)
  basic / tensara_1: 3.893 ms at (512, 128)
  float4 / tensara_1: 2.391 ms at (512, 128)
  shared / tensara_1: 0.035 ms at (256, 64)
  shared_float4 / tensara_1: 0.031 ms at (64, 64)
  warp / tensara_1: 0.059 ms at (64, 32)
  warp_float4 / tensara_1: 0.033 ms at (128, 64)
  basic / tensara_2: 7.774 ms at (512, 128)
  float4 / tensara_2: 4.785 ms at (512, 128)
  shared / tensara_2: 0.061 ms at (512, 32)
  shared_float4 / tensara_2: 0.052 ms at (512, 32)
  warp / tensara_2: 0.086 ms at (64, 128)
  warp_float4 / tensara_2: 0.068 ms at (64, 32)
  basic / tensara_3: 15.641 ms at (512, 128)
  float4 / tensara_3: 9.634 ms at (512, 128)
  shared / tensara_3: 0.066 ms at (512, 32)
  shared_float4 / tensara_3: 0.054 ms at (512, 16)
  warp / tensara_3: 0.127 ms at (256, 32)
  warp_float4 / tensara_3: 0.077 ms at (128, 128)
  basic / tensara_4: 31.891 ms at (512, 128)
  float4 / tensara_4: 19.345 ms at (512, 128)
  shared / tensara_4: 0.135 ms at (512, 32)
  shared_float4 / tensara_4: 0.104 ms at (512, 16)
  warp / tensara_4: 0.173 ms at (128, 64)
  warp_float4 / tensara_4: 0.143 ms at (512, 128)
  basic / tensara_5: 68.893 ms at (512, 128)
  float4 / tensara_5: 38.808 ms at (512, 128)
  shared / tensara_5: 0.154 ms at (128, 128)
  shared_float4 / tensara_5: 0.121 ms at (512, 8)
  warp / tensara_5: 0.250 ms at (128, 128)
  warp_float4 / tensara_5: 0.148 ms at (512, 16)
  basic / narrow_1024x32: 0.007 ms at (256, 128)
  float4 / narrow_1024x32: 0.007 ms at (128, 128)
  shared / narrow_1024x32: 0.011 ms at (64, 128)
  shared_float4 / narrow_1024x32: 0.013 ms at (128, 128)
  warp / narrow_1024x32: 0.006 ms at (256, 128)
  warp_float4 / narrow_1024x32: 0.007 ms at (512, 128)
  basic / narrow_2048x64: 0.021 ms at (256, 128)
  float4 / narrow_2048x64: 0.017 ms at (256, 128)
  shared / narrow_2048x64: 0.020 ms at (128, 128)
  shared_float4 / narrow_2048x64: 0.020 ms at (64, 128)
  warp / narrow_2048x64: 0.009 ms at (128, 128)
  warp_float4 / narrow_2048x64: 0.008 ms at (128, 128)
  basic / narrow_4096x128: 0.130 ms at (512, 128)
  float4 / narrow_4096x128: 0.099 ms at (512, 128)
  shared / narrow_4096x128: 0.044 ms at (128, 128)
  shared_float4 / narrow_4096x128: 0.044 ms at (64, 128)
  warp / narrow_4096x128: 0.029 ms at (512, 128)
  warp_float4 / narrow_4096x128: 0.030 ms at (64, 128)
  basic / narrow_8192x256: 0.975 ms at (512, 128)
  float4 / narrow_8192x256: 0.678 ms at (512, 128)
  shared / narrow_8192x256: 0.120 ms at (128, 128)
  shared_float4 / narrow_8192x256: 0.104 ms at (64, 128)
  warp / narrow_8192x256: 0.102 ms at (512, 16)
  warp_float4 / narrow_8192x256: 0.101 ms at (256, 16)
  basic / narrow_1024x128: 0.036 ms at (512, 128)
  float4 / narrow_1024x128: 0.025 ms at (512, 128)
  shared / narrow_1024x128: 0.013 ms at (64, 128)
  shared_float4 / narrow_1024x128: 0.017 ms at (64, 64)
  warp / narrow_1024x128: 0.008 ms at (128, 128)
  warp_float4 / narrow_1024x128: 0.008 ms at (256, 128)
